"","abstract","yearsActive","genre","recordLabel","instrument","occupation","yearsActive_first"
"Dizzy_Gillespie","John Birks ""Dizzy"" Gillespie (/ɡɪ?l?spi/; October 21, 1917 ??January 6, 1993) was an American jazz trumpeter, bandleader, composer, educator and singer. He was a trumpet virtuoso and improviser, building on the virtuoso style of Roy Eldridge but adding layers of harmonic and rhythmic complexity previously unheard in jazz. His combination of musicianship, showmanship, and wit made him a leading popularizer of the new music called bebop. His beret and horn_rimmed spectacles, scat singing, bent horn, pouched cheeks, and light_hearted personality provided one of bebop's most prominent symbols. In the 1940s, Gillespie, with Charlie Parker, became a major figure in the development of bebop and modern jazz. He taught and influenced many other musicians, including trumpeters Miles Davis, Jon Faddis, Fats Navarro, Clifford Brown, Arturo Sandoval, Lee Morgan, Chuck Mangione, and balladeer Johnny Hartman. Scott Yanow wrote, ""Dizzy Gillespie's contributions to jazz were huge. One of the greatest jazz trumpeters of all time, Gillespie was such a complex player that his contemporaries ended up being similar to those of Miles Davis and Fats Navarro instead, and it was not until Jon Faddis's emergence in the 1970s that Dizzy's style was successfully recreated [....] Gillespie is remembered, by both critics and fans alike, as one of the greatest jazz trumpeters of all time"". ","1935","Afro_Cuban_jazz,Jazz,Bebop  ","RCA_Records,Discovery_Records,Savoy_Records,Verve_Records,Pablo_Records,Dee_Gee_Records",",piano ,vocals ,Trumpet ","Musician   ,composer ",1935
"Eddie_Harris","Eddie Harris (October 20, 1934 ??November 5, 1996) was an American jazz musician, best known for playing tenor saxophone and for introducing the electrically amplified saxophone. He was also fluent on the electric piano and organ. His best_known compositions are ""Freedom Jazz Dance"", popularized by Miles Davis in 1966, and ""Listen Here."" ","","Soul_jazz","","Saxophone, piano ","Musician ",
"Kenny_Dorham","McKinley Howard ""Kenny"" Dorham (August 30, 1924 ??December 5, 1972) was an American jazz trumpeter, singer, and composer. Dorham's talent is frequently lauded by critics and other musicians, but he never received the kind of attention or public recognition from the jazz establishment that many of his peers did. For this reason, writer Gary Giddins said that Dorham's name has become ""virtually synonymous with underrated."" Dorham composed the jazz standard ""Blue Bossa"", which first appeared on Joe Henderson's album Page One. ","","Jazz,Bebop,Hard_bop,Mainstream_jazz","","Trumpet, vocals ","Musician, bandleader, composer ",
"Oscar_Peterson","Oscar Emmanuel Peterson, CC CQ OOnt (August 15, 1925 ??December 23, 2007) was a Canadian jazz pianist, virtuoso and composer. He was called the ""Maharaja of the keyboard"" by Duke Ellington, simply ""O.P."" by his friends, and informally in the jazz community as ""the King of inside swing"". He released over 200 recordings, won seven Grammy Awards, as well as a lifetime achievement award from the Recording Academy, and received numerous other awards and honours. He is considered one of history's great jazz pianists, and played thousands of concerts worldwide in a career lasting more than 60 years. ","1945","Jazz,Classical_music  ","Victor_Talking_Machine_Company,Mercury_Records,Verve_Records,Pablo_Records,Telarc_International_Corporation,MPS_Records","Piano ","Musician   ,composer ",1945
"B.B._King","Riley B. King (September 16, 1925 ??May 14, 2015), known professionally as B.B. King, was an American blues singer_songwriter, guitarist, and record producer. He introduced a sophisticated style of soloing based on fluid string bending, shimmering vibrato and staccato picking that influenced many later blues electric guitar players. AllMusic recognized King as ""the single most important electric guitarist of the last half of the 20th century"". King was inducted into the Rock and Roll Hall of Fame in 1987, and is one of the most influential blues musicians of all time, earning the nickname ""The King of the Blues"", and is considered one of the ""Three Kings of the Blues Guitar"" (along with Albert King and Freddie King, none of whom are related). King performed tirelessly throughout his musical career, appearing on average at more than 200 concerts per year into his 70s. In 1956 alone, he appeared at 342 shows. King was born on a cotton plantation in Itta Bena, Mississippi, and later worked at a cotton gin in Indianola, Mississippi. He was attracted to music and the guitar in church, and began his career in juke joints and local radio. He later lived in Memphis, Tennessee and Chicago, and as his fame grew, toured the world extensively. King died at the age of 89 in Las Vegas, Nevada, on May 14, 2015. ","1942","Blues_rock,Electric_blues,Gospel_music,Rhythm_and_blues,Rock_and_roll,Soul_music,Singer   ,guitarist ,record producer ,songwriter ","MCA_Records,ABC_Records,Geffen_Records,Crown_Records,Kent_Records,RPM_Records_(United_States),BluesWay_Records","Guitar   ,vocals ","",1942
"Ben_Wolfe","Benjamin Jonah Wolfe is an American jazz bassist who has performed in groups with Wynton Marsalis, Harry Connick Jr., and Diana Krall. He is currently on the teaching faculty at The Juilliard School Jazz Division. ","1978","Jazz","Maxjazz,Mons_Records,Posi_Tone_Records,Planet_Arts_Records","Double bass ","Musician ",1978
"Chick_Corea","Armando Anthony ""Chick"" Corea (June 12, 1941 ??February 9, 2021) was an American jazz composer, keyboardist, bandleader, and occasional percussionist. His compositions ""Spain"", ""500 Miles High"", ""La Fiesta"", ""Armando's Rhumba"" and ""Windows"" are widely considered jazz standards. As a member of Miles Davis's band in the late 1960s, he participated in the birth of jazz fusion. In the 1970s he formed Return to Forever. Along with McCoy Tyner, Herbie Hancock, and Keith Jarrett, Corea is considered one of the foremost jazz pianists of the post_John Coltrane era. Corea continued to collaborate frequently while exploring different musical styles throughout the 1980s and 1990s. He won 25 Grammy Awards and was nominated over 60 times. ","1962","Jazz ,Latin jazz   ,progressive rock ,avant_garde jazz ,jazz fusion ,classical ","Polydor_Records,ECM_Records,Warner_Records,Stretch_Records","Piano   ,drums ,keyboards ,vibraphone ","Musician   ,bandleader ,composer ",1962
"Don_Pullen","Don Gabriel Pullen (December 25, 1941 ??April 22, 1995) was an American jazz pianist and organist. Pullen developed a strikingly individual style throughout his career. He composed pieces ranging from blues to bebop and modern jazz. The great variety of his body of work makes it difficult to pigeonhole his musical style. ","1964","Avant_garde_jazz,Jazz","Black_Saint/Soul_Note,Mosaic_Records,Blue_Note_Records,Atlantic_Records,Sackville_Records,Timeless_Records,Palcoscenico_Records","Piano, organ ","Musician, composer, arranger, record producer, bandleader ",1964
"Bonnie_Raitt","Bonnie Lynn Raitt (/reɪt/; born November 8, 1949) is an American blues singer, guitarist, songwriter, and activist. During the 1970s, Raitt released a series of roots_influenced albums that incorporated elements of blues, rock, folk and country. She was also a frequent session player and collaborator with other artists, including Warren Zevon, Little Feat, Jackson Browne, The Pointer Sisters, John Prine and Leon Russell. In 1989, after several years of critical acclaim but little commercial success, she had a major hit with the album Nick of Time. The following two albums, Luck of the Draw (1991) and Longing in Their Hearts (1994), were multimillion sellers, generating several hit singles, including ""Something to Talk About"", ""Love Sneakin' Up On You"", and the ballad ""I Can't Make You Love Me"" (with Bruce Hornsby on piano). Raitt has received 10 Grammy Awards. She is listed as number 50 in Rolling Stone's list of the ""100 Greatest Singers of All Time"" and number 89 on the magazine's list of the ""100 Greatest Guitarists of All Time"". Australian country music artist Graeme Connors has said, ""Bonnie Raitt does something with a lyric no one else can do; she bends it and twists it right into your heart."" ","1971","Blues ,Americana   ,folk rock ,blues rock ,folk ,roots rock ","Capitol_Records,Proper_Records,Warner_Records,RED_Music",",Vocals ,guitar ,electric piano ","Singer   ,musician ,producer ,songwriter ",1971
"Bobby_Watson","Robert Michael Watson Jr. (born August 23, 1953), known professionally as Bobby Watson, is an American saxophonist, composer, and educator. ","1970","Jazz","Columbia_Records,Blue_Note_Records,Roulette_Records,Palmetto_Records,Red_Records","Saxophone ","Musician, composer, educator ",1970
"Ed_Cherney","Edward Cherney (1950 ??October 22, 2019) was an American recording engineer and record producer, based in Los Angeles, California, United States. Over his career, he earned four Grammy awards, one Emmy Award, and five TEC Awards. Cherney was also known within the film world for his work on A Mighty Wind, The Bourne Legacy, and Fast Times at Ridgemont High. ","","","","","Recording engineer, record producer ",
"Solomon_Ilori","Solomon Gbadegesin Ilori (born c. 1934) is a Nigerian drummer and percussionist who moved to New York City in 1958 and collaborated with jazz artists such as Art Blakey and Harry Belafonte before recording his debut album for Blue Note Records in 1963. ","1958","Highlife","Blue_Note_Records","African drums, including talking drum, pennywhistle, guitar ","Bandleader, composer, percussionist, choreographer and dancer ",1958
"Darren_Barrett","Darren Barrett is a Canadian jazz musician who won the 1997 Thelonious Monk International Jazz Competition, and is a professor at Berklee College of Music. ","1991","Jazz, Pop, Reggae, R&B, Jazz Fusion, Jazz_Funk ","","Trumpet, flugelhorn, EVI ","Musician, music educator, songwriter, bandleader, music producer, music engineer, photographer, videography ",1991
"Hank_Mobley","Henry ""Hank"" Mobley (July 7, 1930 ??May 30, 1986) was an American hard bop and soul jazz tenor saxophonist and composer. Mobley was described by Leonard Feather as the ""middleweight champion of the tenor saxophone"", a metaphor used to describe his tone, that was neither as aggressive as John Coltrane nor as mellow as Stan Getz, and his style that was laid_back, subtle and melodic, especially in contrast with players like Coltrane and Sonny Rollins. The critic Stacia Proefrock claimed him ""one of the most underrated musicians of the bop era."" ","1949","Soul_jazz,Jazz,Hard_bop","Savoy_Records,Prestige_Records,Blue_Note_Records","Tenor saxophone ","Musician, composer ",1949
"Percy_Heath","Percy Heath (April 30, 1923 ??April 28, 2005) was an American jazz bassist, brother of saxophonist Jimmy Heath and drummer Albert Heath, with whom he formed the Heath Brothers in 1975. Heath played with the Modern Jazz Quartet throughout their long history and also worked with Miles Davis, Dizzy Gillespie, Charlie Parker, Wes Montgomery, and Thelonious Monk. ","","Jazz,Cool_jazz","","Double bass ","Musician ",
"Lewis_Nash","Lewis Nash (born December 30, 1958) is an American jazz drummer. According to Modern Drummer magazine, Nash has one of the longest discographies in jazz and has played on over 400 records, earning him the honor of Jazz's Most Valuable Player by the magazine in its May 2009 issue. Nash is noted for his adaptability to a vast array of genres, as evidenced by his performances with such different musicians as Tommy Flanagan and Don Pullen. Nash has made 5 recordings as bandleader: Rhythm is My Business (1989), It Don't Mean a Thing (2003 Japanese import) and Stompin' at the Savoy (2005 Japanese import), Lewis Nash and the Bebop All_Stars featuring Frank Wess (2008 Japanese Import), and The Highest Mountain (2012). In 2008, Nash became part of The Blue Note 7, a septet formed that year in honor of the 70th anniversary of Blue Note Records. ","1982","Jazz","","Drums ","Musician ",1982
